Date de la commande,Numéro de la commande,Groupe de comptes,Numéro de commande,Quantité de la commande,Devise,Sous-total de la commande,Traitement et expédition de la commande,Promotion sur la commande,Taxe sur la commande,Total net de la commande,État de la commande,Approbateur,État de réception de la commande,Quantité de commandes reçues,Utilisateur du compte,E-mail de l'utilisateur du compte,Pays/Région du numéro de TVA de l'utilisateur du compte,Numéro d'enregistrement à la TVA de l'utilisateur du compte,Date d'expédition,État de l'expédition,Statut de livraison,Date de livraison prévue,Numéro de suivi du transporteur,Quantité expédiée,Adresse d'expédition,Sous-total de l'expédition,Traitement et envoi de l'expédition,Promotion sur l'expédition,Taxe d'expédition,Total net de l'expédition,Pays/Région d'expédition,Sous-total de l'expédition,Nom du transporteur,Numéro de la facture de TVA,Emballage cadeau de l'expédition,Catégorie de produit interne à Amazon,ASIN,Titre,UNSPSC,Segment,FAMILLE,CLASSE,PRODUIT,Code de la marque,Marque,Fabricant,Numéro de stock national,Numéro de modèle de l’article,Référence,État du produit,Conformité de l'entreprise,PPU répertorié,PPU d'achat,Quantité d'articles,Sous-total de l'article,Traitement et expédition de l'article,Promotion sur l'article,Taxe sur l'article,Total net de l'article,Numéro de la ligne de commande,Programme de remise,Remise sur le prix appliquée (€ de réduction),Remise sur le prix appliquée (% de réduction),Taux de TVA sur le sous-total de l'article,Emballage cadeau de l'article,Sous-total de l'article,Statut de réception ,Quantité reçue,Date de réception,Nom du destinataire,E-mail du destinataire,Code GL,Service,Centre de coût,Code du projet,Emplacement,Champ personnalisé 1,Nom du vendeur,Identifiants du vendeur,Pays d'enregistrement à la TVA du vendeur,Numéro d'enregistrement à la TVA du vendeur
06/03/2023,408-7369040-6180343,M.S. Garuda Technologies Ltd.,CA-10012011,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,07/03/2023,Expédié,Livré,08/03/2023,6G58563324668,1,"(CA-10012011-2)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",La Poste,FR3UWLABEY,,DVD,B09WH598NC,Jurassic World : Fallen Kingdom [4K Ultra HD + Blu-Ray-Édition boîtier SteelBook],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,UNCD3,,Universal Pictures France,,,,Neuf,,"20,48","12,49",1,"12,49","0,00","","0,00","12,49",="29670",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
06/03/2023,408-8354390-7850733,M.S. Garuda Technologies Ltd.,CA-10012011,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,07/03/2023,Expédié,Livré,07/03/2023,="51140541809593500",1,"(CA-10012011-1)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",Colis Privé,FR3UWLABEY,,DVD,B09WHQY41Z,Jurassic World [4K Ultra HD + Blu-Ray-Édition boîtier SteelBook],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,UNCD3,,Universal Pictures France,,,,Neuf,,"20,48","12,49",1,"12,49","0,00","","0,00","12,49",="29669",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
06/03/2023,408-3737476-3724330,M.S. Garuda Technologies Ltd.,CA-10012008,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,07/03/2023,Expédié,Livré,08/03/2023,6G57974849760,1,"(CA-10012008-1)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",La Poste,FR3UU0ABEY,,DVD,B09WHG5GLD,Jurassic Park III [4K Ultra HD + Blu-Ray-Édition boîtier SteelBook],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,UNCD3,,Universal Pictures France,,,TEST-See-2166,Neuf,,"20,48","12,49",1,"12,49","0,00","","0,00","12,49",="29655",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
06/03/2023,408-0102041-6958730,M.S. Garuda Technologies Ltd.,CA-10012008,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,07/03/2023,="534000021219022091",1,"(CA-10012008-2)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",PAACK,FR3UU0ABEY,,DVD,B09WHN2K51,Le Monde Perdu : Jurassic Park [4K Ultra HD + Blu-Ray-Édition boîtier SteelBook],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,UNCD3,,Universal Pictures France,,,,Neuf,,"20,48","12,49",1,"12,49","0,00","","0,00","12,49",="29656",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
06/03/2023,408-9468356-2322764,M.S. Garuda Technologies Ltd.,CA-10012008,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,07/03/2023,Expédié,Livré,07/03/2023,="51140541814393500",1,"(CA-10012008-3)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",Colis Privé,FR3UU0ABEY,,DVD,B09WHJGT6H,Jurassic Park [4K Ultra HD + Blu-Ray-Édition boîtier SteelBook],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,UNCD3,,Universal Pictures France,,,LGJ-SUVO-HWN15,Neuf,,"20,48","12,49",1,"12,49","0,00","","0,00","12,49",="29657",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
05/03/2023,408-1163336-3937161,M.S. Garuda Technologies Ltd.,CA-10012010,1,EUR,"18,32","0,00","0,00","0,00","18,32",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,07/03/2023,6G58072572864,1,"(CA-10012010-1)Ghali Bennani, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","18,32","0,00","","0,00","18,32",FR,"18,32",La Poste,INV-FR-1293016135-2023-17,,Sports,B092VTPQSH,"Résistance Elastique de Nage, 4M Réglable Elastique de Nage Piscine, Entraînement Ceinture de Natation, Elastique Natation pour Adultes et Enfants,",="53100000","Habillement, bagages et produits d'hygiène personnelle",Vêtements,Vêtements,Vêtements,,Telgoner,Telgoner,,,,Neuf,Restreint,"18,32","18,32",1,"18,32","0,00","","0,00","18,32",="29668",,,,0%,"","18,32",,,N/A,,,,,,,,,JIUJIANGLIANGWANG CHUDIANZISHANGWU YOUXIANGONGSI,,FR,FR14901227033
05/03/2023,171-3192932-7549916,Purchasing,CA-10012009-6,2,EUR,"16,64","0,00","0,00","0,00","16,64",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,07/03/2023,6G58380992033,2,"CA-10012009-6 Saad boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/Clickapporter), Pantin, 93500, FR","16,64","0,00","","0,00","16,64",,"16,64",La Poste,FR3U4WABEY,,Lawn & Patio,B09XKCTTMC,GWHOLE Clips de Plantes Grimpantes 60Pcs Crochet de Fixation Murale Plante Grimpante Support Clips de Fixation Support Plante Grimpante Clips Muraux V,="56101600",Meubles et ameublements,Mobilier de maison,Mobilier de jardin,Mobilier de jardin,,GWHOLE,GWHOLE,,,,Neuf,,"8,32","8,32",2,"16,64","0,00","","0,00","16,64",,,,,0%,"","16,64",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
05/03/2023,408-0183763-6276364,M.S. Garuda Technologies Ltd.,CA-10012009,5,EUR,"62,45","0,00","0,00","0,00","62,45",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,05/03/2023,Expédié,Livré,06/03/2023,="534000021219001511",5,"(CA-10012009-7)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","62,45","0,00","","0,00","62,45",FR,"62,45",PAACK,INV-FR-730094545-2023-18,,Pet Products,B07WMGFGJ9,"SHUNTING Filtre pour Aquarium, Filtre en Mousse biochimique d'aquarium, éponge filtrante biochimique (50x50x4cm-35PPI)",="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,,SHUNTING,SHUNTING,,,,Neuf,Restreint,"12,49","12,49",5,"62,45","0,00","","0,00","62,45",="29664",,,,0%,"","62,45",,,N/A,,,,,,,,,Shenzhen ShunTing Trading Co Ltd,,FR,FR17902535079
05/03/2023,408-1746047-0336363,M.S. Garuda Technologies Ltd.,CA-10012009,6,EUR,"44,94","0,00","0,00","0,00","44,94",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,08/03/2023,8G48212114504,5,"(CA-10012009-3)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","37,45","0,00","","0,00","37,45",,"37,45",La Poste,FR3U1MABEY,,Pet Products,B00435LMMS,"TRIXIE Mousse pour terrariums, Substrat humide, 200 g - augmente et maintient l'humidité dans le terrarium,",="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,UNKNO,TRIXIE,Trixie,,="76155",="76155",Neuf,,"7,49","7,49",5,"37,45","0,00","","0,00","37,45",="29660",,,,0%,"","37,45",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
05/03/2023,408-1746047-0336363,M.S. Garuda Technologies Ltd.,CA-10012009,6,EUR,"44,94","0,00","0,00","0,00","44,94",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,08/03/2023,8G02037876801,1,"(CA-10012009-3)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","7,49","0,00","","0,00","7,49",,"7,49",La Poste,FR3U1MABEY,,Pet Products,B00435LMMS,"TRIXIE Mousse pour terrariums, Substrat humide, 200 g - augmente et maintient l'humidité dans le terrarium,",="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,UNKNO,TRIXIE,Trixie,,="76155",="76155",Neuf,,"7,49","7,49",1,"7,49","0,00","","0,00","7,49",="29660",,,,0%,"","7,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
05/03/2023,408-3455064-1401950,M.S. Garuda Technologies Ltd.,CA-10012009,1,EUR,"7,15","0,00","0,00","0,00","7,15",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,07/03/2023,6G58563115143,1,"(CA-10012009-10)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","7,15","0,00","","0,00","7,15",FR,"7,15",La Poste,INV-FR-1783791825-2023-263,,Pet Products,B09JZQCKMX,COBEE Lot de 10 sacs filtrants pour aquarium avec fermeture éclair en plastique - Sacs filtrants en maille à haut débit pour aquarium - Trou de mai,="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,,cobee,cobee,,,,Neuf,Restreint,"7,15","7,15",1,"7,15","0,00","","0,00","7,15",="29667",,,,0%,"","7,15",,,N/A,,,,,,,,,Shenzhenjuxindianzishangwuyouxiangongsi,,FR,FR84903665313
05/03/2023,408-5590490-3033939,M.S. Garuda Technologies Ltd.,CA-10012009,4,EUR,"107,04","0,00","0,00","0,00","107,04",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,05/03/2023,Expédié,Livré,06/03/2023,="534000021219001326",4,"(CA-10012009-5)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","107,04","0,00","","0,00","107,04",FR,"107,04",PAACK,,,Pet Products,B07Y1WC4M7,Reptiles Brouillard Arroseur Rainforest Réservoir Réglable Buse De Refroidissement Buse Réglable Paysage Écologique Rain Forest Réservoir Pet Bro,="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,,Pssopp,Pssopp,,Pssopp6v1ktx8fz9,Pssopp6v1ktx8fz9,Neuf,Restreint,"26,76","26,76",4,"107,04","0,00","","0,00","107,04",="29662",,,,0%,"","107,04",,,N/A,,,,,,,,,Wuhan ni shang yu yi wang luo keji youxian gongsi,,,
05/03/2023,408-2827820-4091500,M.S. Garuda Technologies Ltd.,CA-10012009,4,EUR,"67,00","0,00","0,00","0,00","67,00",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,05/03/2023,Expédié,Livré,08/03/2023,="56730043243993500",4,"(CA-10012009-8)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","67,00","0,00","","0,00","67,00",ES,"67,00",Colis Privé,,,Pet Products,B084KP2TDK,"Reptiles Buse de Terrarium, Reptiles Fogger Mist Sprinkler 360 ° réglable Double tête Mini buse de pulvérisation pour système d'aquarium Connect ",="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,,Zerodis,Zerodis,,,Zerodisvmre8g6qch,Neuf,Restreint,"16,75","16,75",4,"67,00","0,00","","0,00","67,00",="29665",,,,0%,"","67,00",,,N/A,,,,,,,,,Chengdu shengshanchuan shangmao youxiangongsi,,,
05/03/2023,408-8719820-2386738,M.S. Garuda Technologies Ltd.,CA-10012009,1,EUR,"19,34","0,00","0,00","0,00","19,34",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,06/03/2023,Expédié,Livré,27/03/2023,YT2306921272179725,1,"(CA-10012009-2)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","19,34","0,00","","0,00","19,34",,"19,34",Yun Express,,,Home Improvement,B0BLW4LZLV,Raccord de tuyau d'eau à connexion rapide enfichable 6 mm Fin Utilisé for Branchez-droite buse Micro Agricultura irrigation Slip-Lok brumisation Buse Tees outil Bloqué 50 Pcs,="40141700","Équipements, composants et systèmes de conditionnement et de distribution de fluides et de gaz",Distribution de gaz et de fluides,Raccords et pièces,Raccords et pièces,,ZXMJYHK,ZXMJYHK,,,ZXMJYHK,Neuf,Restreint,"19,34","19,34",1,"19,34","0,00","","0,00","19,34",="29659",,,,0%,"","19,34",,,N/A,,,,,,,,,zi zhou xian hang ming bai huo dian,,,
05/03/2023,408-9653896-9047506,M.S. Garuda Technologies Ltd.,CA-10012009,4,EUR,"43,96","0,00","0,00","0,00","43,96",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,08/03/2023,="52090025343593500",2,"(CA-10012009-4)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","21,98","0,00","","0,00","21,98",DE,"21,98",Colis Privé,,,Home Improvement,B09ZVQ3JS9,"IQS Répartiteur d'air comprimé multiple avec 3 sorties 4 mm, 6 mm, 8 mm, 10 mm, 12 mm (diamètre 6 mm)",="40141700","Équipements, composants et systèmes de conditionnement et de distribution de fluides et de gaz",Distribution de gaz et de fluides,Raccords et pièces,Raccords et pièces,,CNCTEC,CNCTEC,,PK,PK,Neuf,Restreint,"10,99","10,99",2,"21,98","0,00","","0,00","21,98",="29661",,,,0%,"","21,98",,,N/A,,,,,,,,,CNCTEC UG (haftungsbeschränkt) & Co. KG,,,
05/03/2023,408-9653896-9047506,M.S. Garuda Technologies Ltd.,CA-10012009,4,EUR,"43,96","0,00","0,00","0,00","43,96",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,08/03/2023,="52420045156093500",2,"(CA-10012009-4)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","21,98","0,00","","0,00","21,98",DE,"21,98",Colis Privé,,,Home Improvement,B09ZVQ3JS9,"IQS Répartiteur d'air comprimé multiple avec 3 sorties 4 mm, 6 mm, 8 mm, 10 mm, 12 mm (diamètre 6 mm)",="40141700","Équipements, composants et systèmes de conditionnement et de distribution de fluides et de gaz",Distribution de gaz et de fluides,Raccords et pièces,Raccords et pièces,,CNCTEC,CNCTEC,,PK,PK,Neuf,Restreint,"10,99","10,99",2,"21,98","0,00","","0,00","21,98",="29661",,,,0%,"","21,98",,,N/A,,,,,,,,,CNCTEC UG (haftungsbeschränkt) & Co. KG,,,
05/03/2023,408-4832001-2861114,M.S. Garuda Technologies Ltd.,CA-10012009,3,EUR,"59,82","0,00","0,00","0,00","59,82",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,05/03/2023,Expédié,Livré,06/03/2023,="534000021219001877",3,"(CA-10012009-9)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","59,82","0,00","","0,00","59,82",,"59,82",PAACK,FR3U1MABEY,,Pet Products,B009SAYLYO,REPTILES PLANET Minuterie électronique pour brumisateur terrarium Repti Timer Pro,="39121523",Systèmes électriques et éclairage et composants et accessoires et fournitures,"Équipements, composants et fournitures  électriques","Interrupteurs, commutateurs, commandes, relais et accessoires",Minuteur ,REPT3,Reptiles Planet,REPTILES PLANET,,="875862",="875862",Neuf,,"22,56","19,94",3,"59,82","0,00","","0,00","59,82",="29666",,,,0%,"","59,82",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
05/03/2023,408-1337537-2026718,M.S. Garuda Technologies Ltd.,CA-10012009,1,EUR,"21,77","0,00","0,00","2,18","23,95",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,07/03/2023,Expédié,Livré,07/03/2023,="51140541727293500",1,"(CA-10012009-1)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","21,77","0,00","","2,18","23,95",FR,"21,77",Colis Privé,INV-FR-2211142975-2023-208,,Lawn & Patio,B0BKHD52MQ,"Sphaigne Fraîche Vivante 5L / 500GR, Sphaigne pour Plantes, Orchidées, Tubercules, Boutures, Terrarium, Tuteur en Sphaigne, Substrat de Culture Natu",="11111500","Minéraux, Textiles et Matières Animales et Végétales non-comestibles",Terre et pierre,Saleté et terre,Saleté et terre,,Gxe9nxe9rique,PLANTLOVER,,"Sphaigne vivante, substrat polyvalent",Sphaigne Vivante,Neuf,Restreint,"21,77","21,77",1,"21,77","0,00","","2,18","23,95",="29658",,,,10%,"","21,77",,,N/A,,,,,,,,,LE JARDIN DE LAURA,,FR,FR06888661618
04/03/2023,408-5548377-3613959,M.S. Garuda Technologies Ltd.,CA-10012006,1,EUR,"71,66","0,00","0,00","0,00","71,66",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,06/03/2023,Expédié,Livré,07/03/2023,6G58380993870,1,"(CA-10012006-1)Mohammed Ahajjam, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","71,66","0,00","","0,00","71,66",FR,"71,66",La Poste,INV-FR-1379816775-2023-67,,Automotive Parts and Accessories,B08M5TKXPQ,"FNNEMGE Booster Batterie 2500A Peak 24800mAh 12V Jump Starter (jusqu'à Tout Le Essence, Moteur Gazole 8,0L), avec Chargeur sans Fil 10W, avec câble ",="26111700",Machines et accessoires pour la production et la distribution d'électricité,"Batteries, générateurs et transmission cinétique",Batteries et accessoires ,Batteries et accessoires ,,FNNEMGE,FNNEMGE,,,FG601,Neuf,Restreint,"71,66","71,66",1,"71,66","0,00","","0,00","71,66",="29653",,,,0%,"","71,66",,,N/A,,,,,,,,,"Shenzhen Bo Rui Technology Co., Ltd.",,FR,FR35885309922
04/03/2023,408-2367855-6234729,M.S. Garuda Technologies Ltd.,CA-10012005,1,EUR,"20,73","0,00","0,00","0,00","20,73",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,04/03/2023,Expédié,Livré,08/03/2023,6G58274808969,1,"(CA-10012005-2)Nadia Kawtar Alaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","20,73","0,00","","0,00","20,73",,"20,73",La Poste,FR3TQQABEY,,Toy,B08FXSBPWQ,Asmodee - Timeline Classic Eco Blister - Jeu de Cartes TIEC03 Coloris Assortis,="60141100","Instruments de musique, jeux, jouets, et équipements, matériel, accessoires et fournitures pour l'enseignement et les activités artisanales et artistiques",Jeux et jouets,Jeux,Jeux,ASMOP,Asmodee,Asmodee Editions,,TIEC03,TIEC03,Neuf,,"20,73","20,73",1,"20,73","0,00","","0,00","20,73",="29652",,,,0%,"","20,73",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
04/03/2023,408-8371321-2667568,M.S. Garuda Technologies Ltd.,CA-10012005,1,EUR,"13,23","0,00","0,00","0,00","13,23",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,05/03/2023,Expédié,Livré,06/03/2023,="534000021218993669",1,"(CA-10012005-1)Nadia Kawtar Alaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","13,23","0,00","","0,00","13,23",FR,"13,23",PAACK,INV-FR-850111965-2023-38,,Kitchen,B07F2F9QZP,"B Beauty Planet Miroir grossissant x 20 Fois avec 3 Ventouse,Petite Taille,Diamètre10cm Ppetit Miroir,pour Le Maquillage l'épilation Les Points Noir",="53131600","Habillement, bagages et produits d'hygiène personnelle",Produits pour l'hygiène personnelle,Produits de bains et d'hygiène du corps,Produits de bains et d'hygiène du corps,,B Beauty Planet,Tai Xing Factory,,hand mirror,PV-20181122A,Neuf,Restreint,"13,23","13,23",1,"13,23","0,00","","0,00","13,23",="29651",,,,0%,"","13,23",,,N/A,,,,,,,,,Shen Zhen Zhi Yang Mao Yi You Xian Gong Si,,FR,FR73879212256
03/03/2023,405-5547025-5290700,Novemtech,CA-10011962-1,1,EUR,"83,32","0,00","0,00","0,00","83,32",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,05/03/2023,Expédié,Livré,06/03/2023,FR2118113063,1,"CA-10011962-1 Novemtech, 7 Rue du Meunier, GL-NET GARUDA, Roissy en France, 95700, FR","83,32","0,00","","0,00","83,32",,"83,32",Amazon Logistics,FR3U0HABEY,,CE,B08V9CB1G2,Jabra Evolve2 30 Casque Stéréo Anti-Bruit Certifié Unified Communications (UC) avec Technologie D'appel à 2 Microphones - Câble USB-C - Noir,="43191609","Composants, fournitures et équipements informatiques et de communication",Appareils et accessoires de communication,Accessoires et pièces détachées pour appareils de communication personnels,Casques téléphoniques,JABB3,Jabra,Jabra,,23089-989-879,23089-989-879,Neuf,,"97,90","83,32",1,"83,32","0,00","","0,00","83,32",,,,,0%,"","83,32",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
03/03/2023,408-2230634-7977967,M.S. Garuda Technologies Ltd.,CA-10011995,1,EUR,"24,02","0,00","0,00","0,00","24,02",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,06/03/2023,="51201024059393500",1,"(CA-10011995-2)Youssef Tachafine, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","24,02","0,00","","0,00","24,02",,"24,02",Colis Privé,FR3TAXABEY,,Office Product,B002OS24SW,"Jacques Herbin 27077T - Un coffret bois ''Violette pensée'' comprenant un porte-plume en bois, 5 plumes métal, un flacons d'encre 30 ml et une notic",="44120000","Équipement de bureau, accessoires et fournitures",Fournitures de bureau,Fournitures de bureau,Fournitures de bureau,CLAER,Jacques Herbin,Clairefontaine Rhodia,,27077T,27077T,Neuf,,"40,02","24,02",1,"24,02","0,00","","0,00","24,02",="29629",,,,0%,"","24,02",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
03/03/2023,408-5190994-7649955,M.S. Garuda Technologies Ltd.,CA-10011995,1,EUR,"23,25","0,00","0,00","0,00","23,25",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,03/03/2023,Expédié,Livré,07/03/2023,6G58274707316,1,"(CA-10011995-1)Youssef Tachafine, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","23,25","0,00","","0,00","23,25",DE,"23,25",La Poste,INV-DE-176600531-2023-63,,CE,B07B3Q9GC9,"Casque audio rétro pour iPhone et Samsung 3,5 mm",="43191609","Composants, fournitures et équipements informatiques et de communication",Appareils et accessoires de communication,Accessoires et pièces détachées pour appareils de communication personnels,Casques téléphoniques,,ENJOY-UNIQUE,ENJOY-UNIQUE,,,3.5mm,Neuf,Restreint,"23,25","23,25",1,"23,25","0,00","","0,00","23,25",="29628",,,,0%,"","23,25",,,N/A,,,,,,,,,ShenZhen Shi YouCheng PiJu YouXian Gong Si,,DE,DE320941566
